id,estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa,descricao
190,AM,4669999,230478,0,8,4,MEL789,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
191,RR,4322303,30710,1,19,4,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
192,AP,3511502,843684,0,15,3,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
193,PE,4322303,116156,0,6,4,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
194,MS,4221903,772727,0,3,3,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
195,AL,3321000,766519,1,6,3,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
196,PE,3511501,578500,0,18,1,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
197,ES,3511500,874173,0,16,4,FOO456,
198,RN,3511501,143128,4,18,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
199,AL,2731700,485473,0,5,4,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
200,AL,4322303,316269,0,21,4,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
201,PA,4321500,199478,0,1,4,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
202,PA,3511500,313539,4,2,2,CABL951,
203,RJ,2731700,851859,0,20,2,MEL789,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
204,DF,3511500,76110,0,10,4,FOO456,
205,PA,4322302,464612,0,10,1,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
206,PE,4221902,467742,0,19,4,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
207,MT,4669901,842106,3,20,4,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
208,RS,4221903,184280,0,10,1,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
209,SP,2731700,14597,0,16,4,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
210,RJ,4754703,116112,0,19,3,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
211,RJ,3511501,439885,4,19,3,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
212,AL,3321000,109676,0,9,4,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
213,PB,4321500,295544,2,9,2,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
214,DF,4322301,280814,1,14,3,CABL951,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
215,SE,4754703,156456,0,3,2,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
216,ES,4221903,933964,1,21,3,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
217,RJ,2731700,445079,0,20,1,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
218,SP,4322303,615630,0,5,1,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
219,CE,4322301,448540,0,17,2,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
220,RN,4322301,588346,0,1,4,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
221,CE,3313901,798854,0,19,2,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
222,RO,4321500,279895,0,12,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
223,PE,4221903,200236,1,6,4,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
224,MA,3511502,234113,0,11,3,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
225,DF,4321500,191270,0,11,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
226,GO,4322303,518323,2,6,1,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
227,AP,7112000,974040,3,1,4,XPTO123,SERVIÇOS DE ENGENHARIA
228,PE,2731700,652166,2,15,4,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
229,MG,4322301,465011,1,21,1,FOO456,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
230,TO,2821602,926196,0,5,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
231,RS,4669999,763295,0,8,2,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
232,ES,4322302,631507,4,8,4,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
233,PI,4221902,331372,0,1,3,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
234,RS,3329599,505637,1,3,2,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
235,RO,3511501,851652,0,2,2,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
236,GO,3511500,181886,1,11,1,CABL951,
237,RS,3321000,956519,0,19,2,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
238,DF,4754703,419371,4,18,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
239,AM,4321500,549845,0,2,4,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
240,PR,3511501,103897,1,10,3,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
241,PR,3329599,938357,2,14,1,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
242,SE,4321500,645312,0,10,1,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
243,GO,3511501,918088,2,12,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
244,RR,7112000,338031,2,11,4,XPTO123,SERVIÇOS DE ENGENHARIA
245,ES,4221903,27119,0,7,3,XPTO123,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
246,GO,2821602,946280,4,14,3,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
247,MT,4754703,786478,3,7,4,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
248,MA,3329599,806213,0,11,3,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
249,PB,4321500,907765,0,18,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
250,MG,3329599,416966,1,15,3,CABL951,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
251,PI,3511501,695293,0,16,1,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
252,SC,4669999,660461,0,16,3,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
253,RO,4742300,238082,0,9,4,XPTO123,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
254,MS,3511501,585877,0,20,1,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
255,MT,4322302,725322,0,10,2,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
256,MS,4321500,780048,2,21,3,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
257,AC,4742300,548102,0,18,1,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
258,BA,2821602,693562,3,6,3,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
259,SP,4221902,97753,0,11,2,FOO456,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
260,DF,2821601,450389,0,2,2,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
261,TO,4321500,560916,0,12,2,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
262,SP,4321500,693925,1,14,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
263,PA,4669901,399529,0,8,4,JJF753,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
264,RN,4221902,272934,1,14,4,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
265,PI,4321500,296266,0,5,2,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
266,RO,3511501,640332,0,11,4,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
267,RO,3321000,791640,0,18,1,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
268,SE,4322301,38592,0,19,2,FOO456,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
269,SC,4322303,254165,0,11,4,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
270,RJ,3321000,13016,1,16,2,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
271,SE,2731700,164762,0,21,4,FOO456,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
272,PE,4669999,20319,0,14,1,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
273,SC,4221903,713014,0,19,1,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
274,PA,7112000,636215,2,7,3,MEL789,SERVIÇOS DE ENGENHARIA
275,RJ,4322301,443985,3,7,1,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
276,RJ,4221902,372535,2,6,3,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
277,DF,3329599,495881,0,6,1,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
278,CE,3511502,847222,2,3,1,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
279,DF,4321500,77715,0,17,1,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
280,SE,3313901,905229,4,17,1,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
281,SE,4673700,196691,4,1,2,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
282,AP,7112000,75623,0,10,3,XPTO123,SERVIÇOS DE ENGENHARIA
283,PA,4669999,365278,0,19,3,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
284,PR,4673700,546991,3,14,1,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
285,PE,2731700,464088,0,1,1,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
286,RO,4322303,417259,0,7,3,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
287,AC,4322302,894386,0,13,4,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
288,RR,3321000,367176,0,2,3,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
289,TO,4321500,640575,4,10,3,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
290,PR,3511501,807841,0,11,3,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
291,GO,3511502,891980,0,5,1,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
292,ES,2731700,255520,0,9,4,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
293,PB,4221903,360640,4,17,4,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
294,PA,4322302,652760,0,13,2,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
295,SE,3511501,917690,4,3,4,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
296,SP,2821601,260119,0,17,1,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
297,MA,4221903,183411,0,3,1,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
298,ES,4673700,29540,0,2,2,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
299,MT,4322301,663035,0,19,4,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
300,RJ,2821601,25439,2,13,4,CABL951,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
301,RS,3313901,336341,0,6,2,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
302,GO,4669901,109025,0,18,4,JJF753,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
303,ES,3511501,778637,1,17,3,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
304,SC,3511500,162317,0,14,4,XPTO123,
305,BA,4669999,827459,3,12,4,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
306,SE,4669901,163423,3,10,3,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
307,AC,4322303,71109,1,20,3,CABL951,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
308,MG,3511501,613068,0,19,3,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
309,AM,4321500,841950,0,12,1,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
310,PI,4669901,68464,0,1,4,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
311,RJ,3511500,272158,0,14,4,MEL789,
312,PR,3329599,338335,1,2,4,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
313,RN,2821602,675832,0,3,3,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
314,PE,4673700,178903,0,20,1,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
315,SE,7112000,202897,0,2,3,JJF753,SERVIÇOS DE ENGENHARIA
316,AL,4221902,687638,0,2,4,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
317,DF,3511501,283519,1,20,3,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
318,RR,4322301,169773,1,3,3,CABL951,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
319,PB,2731700,201858,0,19,2,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
320,PR,3313901,161831,1,3,4,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
321,GO,3511500,708692,1,9,4,JJF753,
322,TO,4221903,497084,0,16,1,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
323,SC,4221903,157717,1,15,4,XPTO123,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
324,AL,2821602,407789,3,3,2,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
325,ES,7112000,588501,3,7,1,FOO456,SERVIÇOS DE ENGENHARIA
326,PB,3313901,860085,0,8,4,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
327,BA,4221902,646625,0,1,4,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
328,PB,2731700,447919,0,11,1,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
329,RR,3511502,797307,0,4,4,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
330,MT,7112000,731882,0,6,4,CABL951,SERVIÇOS DE ENGENHARIA
331,SC,2731700,21016,0,9,2,MEL789,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
332,MG,3511502,41575,4,1,3,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
333,MS,4321500,148875,0,11,2,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
334,PA,3511501,348752,0,6,3,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
335,RR,4321500,833006,4,20,1,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
336,RN,4322303,676332,0,16,3,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
337,RR,4742300,366601,0,4,2,XPTO123,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
338,AM,3511501,608998,0,11,1,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
339,RS,4221903,147147,4,19,1,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
340,PR,4754703,225060,1,15,2,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
341,RJ,4669999,460779,4,3,1,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
342,RN,4669999,432936,0,15,2,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
343,DF,2821601,788292,0,5,1,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
344,AP,2821601,260948,0,20,3,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
345,RR,4754703,26816,0,17,1,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
346,AL,2821602,478038,0,16,1,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
347,ES,7112000,648677,0,14,2,JJF753,SERVIÇOS DE ENGENHARIA
348,RO,3511501,568326,3,8,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
349,RO,4669901,54687,3,11,3,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
350,SC,4322301,386088,2,11,2,CABL951,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
351,AP,3511502,590078,2,16,1,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
352,BA,3321000,134927,0,20,2,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
353,PB,2821602,81151,0,18,3,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
354,RO,4669999,685913,0,2,3,XPTO123,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
355,GO,4673700,498372,3,16,4,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
356,AP,2821602,867514,0,21,2,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
357,AL,4322302,377025,0,10,3,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
358,PA,3329599,878664,0,4,4,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
359,MG,4322302,365106,3,4,1,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
360,GO,4742300,229503,0,8,4,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
361,SE,2821601,570370,3,16,4,CABL951,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
362,MG,4321500,17208,0,8,4,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
363,SP,4221903,12740,2,13,4,CABL951,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
364,RN,2731700,880462,1,2,1,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
365,RS,4669901,948382,0,6,3,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
366,AL,3511501,394008,2,1,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
367,RR,4754703,888170,0,1,3,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
368,PI,4322303,890043,0,2,3,JJF753,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
369,AC,7112000,86474,0,21,2,XPTO123,SERVIÇOS DE ENGENHARIA
370,DF,4221902,141677,0,18,1,FOO456,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
371,PA,3329599,670473,0,8,1,CABL951,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
372,AP,4754703,856285,0,13,2,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
373,AP,4322301,638545,1,17,3,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
374,TO,3511500,317352,0,20,3,JJF753,
375,DF,3511502,189205,0,8,4,JJF753,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
376,MS,7112000,567586,0,6,2,CABL951,SERVIÇOS DE ENGENHARIA
377,MT,4742300,771737,3,6,3,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
378,SP,2821602,650996,0,9,3,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
379,SE,4322302,655300,0,11,4,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
380,MA,7112000,518772,1,13,1,MEL789,SERVIÇOS DE ENGENHARIA
381,MT,2821601,462182,3,5,3,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
382,PR,4742300,850479,0,20,4,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
383,PI,4742300,718693,1,9,4,FOO456,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
384,AL,4742300,450969,3,14,4,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
385,SC,3511500,577241,0,13,3,CABL951,
386,PA,7112000,138568,0,7,3,JJF753,SERVIÇOS DE ENGENHARIA
387,MT,4673700,347959,2,13,3,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
388,PA,4742300,855850,0,6,4,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
