id;estado_empresa;cnae_empresa;capital_empresa;processos_judiciais_empresa;idade_empresa;socios_empresa;fornecedor_empresa
597;PR;4322301;358387;0;7;2;MEL789
598;TO;2731700;786423;3;5;2;MEL789
599;MT;3329599;860904;1;10;1;JJF753
600;AL;3511500;722706;4;9;3;CABL951
601;SC;4742300;469715;4;11;1;FOO456
602;AP;4221902;341739;1;6;3;JJF753
603;PR;4669999;835702;0;21;4;MEL789
604;AM;4742300;230939;3;4;2;JJF753
605;BA;4754703;80717;0;5;3;XPTO123
606;ES;4742300;490635;2;1;4;XPTO123
607;PI;3321000;764185;0;10;2;FOO456
608;RR;4322302;414467;0;15;1;MEL789
609;RR;3321000;54879;3;19;1;XPTO123
610;MG;3511501;744388;0;15;1;FOO456
611;RS;2821601;980630;0;13;1;CABL951
612;AM;3321000;535275;0;13;4;FOO456
613;RO;3511501;109565;4;13;1;XPTO123
614;SE;4321500;546692;0;13;1;MEL789
615;MT;3511501;692136;0;21;1;JJF753
616;SE;2731700;65554;3;4;1;FOO456
617;SE;4221902;714071;0;9;2;JJF753
618;GO;4322301;807822;0;14;3;XPTO123
619;ES;3329599;177698;2;7;1;JJF753
620;PI;3321000;48430;0;9;2;CABL951
621;SE;4754703;848529;4;6;4;CABL951
622;PE;3511500;217488;4;12;3;FOO456
623;ES;4322303;386600;0;19;1;CABL951
624;RO;3511500;348977;0;21;3;MEL789
625;AP;4669901;844410;4;18;1;MEL789
626;AL;4221903;445497;0;4;4;CABL951
627;AC;3511500;456688;1;5;3;CABL951
628;PA;3511501;95968;3;15;4;XPTO123
629;MG;4754703;843656;0;4;4;JJF753
630;MT;3511501;202643;3;20;1;CABL951
631;TO;4321500;285100;3;9;1;FOO456
632;GO;3511501;649126;2;9;4;JJF753
633;TO;4673700;147928;0;2;2;FOO456
634;PB;3321000;332067;0;14;1;XPTO123
635;MA;4669901;108459;0;4;2;JJF753
636;GO;4322302;437366;1;19;4;FOO456
637;SP;3313901;881149;4;2;2;MEL789
638;PB;2821601;356479;4;4;4;XPTO123
639;RR;3313901;853049;0;9;4;FOO456
640;MA;4754703;789859;4;11;4;MEL789
641;AL;7112000;887267;0;21;3;MEL789
642;SP;4669999;878842;0;13;4;MEL789
643;AM;7112000;969527;0;2;3;FOO456
644;SC;3511501;826169;0;5;1;FOO456
645;PI;3511502;929901;0;2;2;XPTO123
646;RJ;3511501;934166;0;9;4;XPTO123
647;PR;4321500;442580;1;3;2;MEL789
648;PI;3511501;817203;0;7;1;JJF753
649;SC;4221902;76833;0;16;3;FOO456
650;AM;3511500;823084;4;15;3;CABL951
651;DF;3511502;950024;2;6;1;FOO456
652;ES;3511501;806280;0;12;3;CABL951
653;SP;2821602;976040;0;4;2;XPTO123
654;ES;4754703;572038;0;1;3;XPTO123
655;RS;4754703;445824;1;15;4;FOO456
656;PB;3321000;964068;4;2;1;MEL789
657;CE;2821602;672355;0;10;2;FOO456
658;SE;3329599;588784;0;4;2;FOO456
659;PA;4669999;945125;1;14;2;FOO456
660;RO;2821601;853195;3;17;2;MEL789
661;AL;3329599;443878;0;9;3;FOO456
662;MA;4321500;295797;2;17;3;MEL789
663;PA;3511500;499004;0;17;1;CABL951
664;AM;2731700;404778;0;15;4;FOO456
665;RS;2821601;377923;0;13;1;FOO456
666;ES;4321500;844105;4;20;3;FOO456
667;PI;4221903;58104;0;5;2;MEL789
668;ES;3511500;438999;4;7;4;MEL789
669;AL;4322302;550419;4;9;2;MEL789
670;PA;7112000;837055;0;15;3;XPTO123
671;RO;4322303;458402;0;16;3;XPTO123
672;AM;4742300;374100;0;19;3;CABL951
673;RO;3511500;385975;4;10;3;XPTO123
674;AC;4321500;388888;0;19;1;JJF753
675;AL;3321000;880916;0;13;3;XPTO123
676;PI;3511501;941955;0;10;4;XPTO123
677;DF;4673700;686216;0;17;1;FOO456
678;DF;4321500;239190;0;14;3;XPTO123
679;PA;4322302;638495;0;9;3;CABL951
680;PA;3321000;223918;1;6;4;XPTO123
681;SE;3511500;50222;0;8;4;MEL789
682;MS;4322302;76730;0;15;1;CABL951
683;RR;4322303;712962;0;10;1;XPTO123
684;MS;3511501;960478;0;2;3;CABL951
685;AC;4673700;730560;0;21;1;MEL789
686;PE;2821602;105167;0;18;1;MEL789
687;AP;4221902;152783;2;10;4;FOO456
688;RN;4322303;448823;0;21;1;JJF753
689;CE;3511500;443602;0;5;1;XPTO123
690;PR;3511502;542013;4;17;1;FOO456
691;AP;2731700;314867;0;7;2;FOO456
692;SP;4321500;362259;3;9;1;MEL789
693;BA;3511500;348919;0;4;2;XPTO123
694;MT;4669999;700838;0;1;1;XPTO123
695;BA;4742300;88940;0;10;3;CABL951
696;DF;2821602;278249;0;20;4;FOO456
697;CE;3313901;463780;0;5;2;MEL789
698;RN;3511501;176574;3;18;3;MEL789
699;RR;4673700;666231;0;16;1;JJF753
700;TO;3329599;51558;4;5;2;FOO456
701;AC;4221903;144556;3;1;1;XPTO123
702;AP;4742300;631767;0;12;2;CABL951
703;TO;2821601;328571;0;17;3;CABL951
704;RS;7112000;21938;3;8;3;CABL951
705;AP;4322303;344975;4;11;4;CABL951
706;BA;2731700;364163;0;17;2;XPTO123
707;AC;4322302;86231;0;16;1;MEL789
708;MG;3511501;83391;0;21;3;JJF753
709;RR;3329599;236461;2;6;4;CABL951
710;CE;3511501;861374;3;12;2;MEL789
711;RO;2731700;806730;0;21;4;XPTO123
712;BA;3313901;782529;0;20;2;CABL951
713;SE;3511501;218165;0;6;4;JJF753
714;GO;2821601;322686;1;17;1;CABL951
715;AL;3511501;613200;1;20;3;CABL951
716;PI;4322302;412059;1;21;3;FOO456
717;SP;2821602;555235;3;4;4;XPTO123
718;DF;4322301;770295;0;15;3;MEL789
719;PI;4669901;659460;0;4;2;FOO456
720;RJ;4221903;582385;4;11;4;MEL789
721;RR;4221903;85194;2;15;1;JJF753
722;PR;4322302;394170;0;3;4;FOO456
723;RS;2821602;381987;0;9;3;FOO456
724;AP;2731700;666758;3;11;4;MEL789
725;MT;3511500;987276;0;12;2;XPTO123
726;AL;4221903;661703;2;12;1;XPTO123
727;MA;4754703;146094;1;20;1;CABL951
728;RR;3511501;457331;0;18;4;JJF753
729;RS;2731700;920084;0;4;1;FOO456
730;PI;3511501;161141;4;20;2;JJF753
731;AP;3511501;941983;4;15;1;FOO456
732;PI;4322301;585964;2;4;4;FOO456
733;SE;4673700;423641;4;19;2;CABL951
734;BA;4321500;974713;0;18;4;MEL789
735;CE;4322303;440854;0;17;2;JJF753
736;ES;3511501;239532;4;3;1;XPTO123
737;MT;4322301;739194;2;1;3;CABL951
738;RO;3321000;229436;4;18;1;FOO456
739;PB;4221903;323189;3;16;4;FOO456
740;DF;3511501;838194;2;12;2;XPTO123
741;RR;3321000;421619;0;1;2;FOO456
742;CE;2731700;483393;1;19;3;JJF753
743;AP;4322303;272741;4;6;1;JJF753
744;PE;4322303;266577;0;6;3;JJF753
745;RR;3321000;593781;0;21;1;FOO456
746;AM;4321500;311910;0;8;2;CABL951
747;PE;3511500;24790;0;8;2;XPTO123
748;RJ;4321500;779081;2;2;1;MEL789
749;ES;4321500;38588;0;20;3;XPTO123
750;DF;4669999;521902;0;15;4;CABL951
751;MG;2821602;751152;0;13;1;CABL951
752;MA;4673700;519351;0;13;1;CABL951
753;MG;4321500;926490;0;6;2;FOO456
754;AC;4669999;144537;0;2;4;CABL951
755;MG;4669901;387370;0;11;3;CABL951
756;MA;2821602;294887;0;17;2;FOO456
757;RR;4321500;733201;0;16;2;JJF753
758;AL;4321500;404569;0;21;1;XPTO123
759;SC;3511501;577808;4;8;1;CABL951
760;RJ;3313901;830877;1;20;4;CABL951
761;GO;4321500;801327;0;18;2;XPTO123
762;RN;2821601;593172;0;9;3;CABL951
763;PR;3511501;792509;0;11;3;MEL789
764;MT;4322301;447995;0;17;1;CABL951
765;RJ;3511500;583264;4;5;3;CABL951
766;TO;7112000;112902;1;16;2;FOO456
767;PI;4321500;358551;2;11;2;CABL951
768;MA;4221902;570882;0;21;1;JJF753
769;MA;3511501;117728;0;12;2;JJF753
770;PB;3511501;317358;1;7;4;FOO456
771;PR;2821602;779558;0;5;3;XPTO123
772;PB;2821602;710379;0;1;4;CABL951
773;PA;4673700;879378;0;4;2;FOO456
774;BA;7112000;309737;0;6;3;FOO456
775;SE;2731700;890084;2;21;2;CABL951
776;AL;4322303;536903;0;14;4;CABL951
777;RO;3313901;194592;0;21;1;JJF753
778;ES;7112000;837685;0;17;3;XPTO123
779;SP;4669901;802793;0;9;4;XPTO123
780;SE;7112000;175139;2;15;1;MEL789
781;MT;4221902;968567;0;12;1;JJF753
782;RS;3321000;32906;0;18;1;CABL951
783;PA;4754703;247118;0;17;1;MEL789
784;AL;3321000;272183;0;18;4;CABL951
785;AM;2821601;771541;2;9;3;JJF753
786;SC;4221902;565413;0;16;3;XPTO123
787;AC;3313901;704831;4;18;2;JJF753
788;DF;3313901;566126;3;3;3;XPTO123
789;AM;3511500;689347;0;6;2;MEL789
790;MS;4221903;63295;4;21;2;JJF753
791;AP;3329599;991168;2;7;3;FOO456
792;AC;4669901;285680;2;21;2;CABL951
793;AM;2731700;422630;0;19;1;MEL789
794;TO;2821601;352285;0;11;4;CABL951
795;AC;3511501;449997;0;3;4;MEL789
796;PE;7112000;806549;0;20;4;XPTO123
797;MT;4742300;97393;2;18;2;XPTO123
798;PB;4321500;392911;1;12;2;XPTO123
799;MA;4742300;186343;2;7;2;FOO456
800;MS;3511500;97601;0;8;3;FOO456
801;SP;4754703;454613;0;19;3;XPTO123
802;RO;4669999;927799;0;8;2;XPTO123
803;RN;4322302;615606;0;5;1;FOO456
804;SC;4321500;692532;0;17;1;CABL951
805;PR;4669999;692616;4;2;2;MEL789
806;MT;4669999;285679;0;4;3;FOO456
807;BA;4322302;851013;0;8;2;JJF753
808;RO;4221902;664843;4;10;2;JJF753
809;PB;2821602;952969;0;2;1;XPTO123
810;MG;4742300;384380;3;17;1;XPTO123
811;PE;7112000;121810;1;5;2;CABL951
812;RS;4321500;784964;0;8;4;FOO456
813;GO;4669999;908821;4;2;3;CABL951
814;RS;7112000;417391;0;3;2;CABL951
815;ES;4322301;891237;0;12;4;MEL789
816;SP;7112000;773253;1;15;3;MEL789
817;AP;3321000;756099;4;6;1;JJF753
818;AL;4754703;722126;1;13;2;JJF753
819;PR;3321000;977050;0;8;2;CABL951
820;TO;3329599;777314;0;19;3;CABL951
821;AC;4669999;730788;0;21;2;MEL789
822;BA;4742300;826357;0;10;4;JJF753
823;PA;4322303;974318;0;20;4;XPTO123
824;GO;4322302;816291;3;20;1;JJF753
825;SP;4321500;291071;3;13;1;FOO456
826;RJ;2821602;143428;3;8;4;FOO456
827;PB;4321500;526240;4;2;3;XPTO123
828;CE;3511500;361871;0;13;2;CABL951
829;AP;4669999;715061;0;20;2;CABL951
830;CE;3329599;411712;0;10;4;CABL951
831;RJ;3511502;748123;2;16;3;XPTO123
832;PI;4669901;602626;0;20;1;JJF753
833;SC;2821601;134160;1;4;1;CABL951
834;RS;2821601;225107;0;1;4;CABL951
835;CE;3511502;734957;3;19;1;XPTO123
836;DF;3329599;357795;0;10;4;JJF753
837;PA;3321000;382635;3;16;4;MEL789
838;TO;4221902;283894;0;2;3;CABL951
839;MG;7112000;834977;4;16;4;CABL951
840;SC;4754703;541265;0;21;4;XPTO123
841;RO;3511500;745830;0;11;4;XPTO123
842;TO;4669901;281013;0;1;2;MEL789
843;CE;3313901;61655;4;5;4;FOO456
844;PR;3511501;852182;3;18;4;JJF753
845;PB;4754703;937057;0;20;2;CABL951
846;SE;4321500;399439;2;9;3;FOO456
847;SC;3511502;639265;0;21;1;MEL789
848;RN;3329599;592932;0;12;3;XPTO123
849;RR;3321000;751914;0;19;3;FOO456
850;AL;3313901;412925;3;2;4;MEL789
851;SE;2821602;902012;0;4;4;CABL951
852;RJ;4221903;988308;4;5;4;CABL951
853;SP;4669901;540563;0;16;1;FOO456
854;PI;4669901;599608;0;5;4;JJF753
855;AM;3321000;554585;0;7;2;CABL951
856;MS;4322301;662437;0;4;4;JJF753
857;PE;3329599;60308;0;14;3;MEL789
858;TO;4669999;256738;1;2;3;JJF753
859;RS;7112000;828897;2;6;3;MEL789
860;MA;3329599;607059;2;13;2;CABL951
861;PE;4321500;103814;0;5;1;FOO456
862;RJ;4322303;753643;2;7;4;FOO456
863;PR;3511502;469986;0;7;1;CABL951
864;MG;4321500;366232;0;1;4;JJF753
865;SP;4321500;10829;0;1;1;CABL951
866;CE;3511501;325956;1;17;4;JJF753
867;SP;4221903;12934;0;8;2;JJF753
868;ES;3511501;268055;0;6;3;FOO456
869;MA;7112000;666623;4;6;2;XPTO123
870;RN;4669901;307074;0;9;4;CABL951
871;RJ;4221903;448694;0;1;2;CABL951
872;RN;3511502;701479;0;13;4;FOO456
873;MA;3511500;518306;0;7;3;XPTO123
874;CE;4322301;111224;0;13;4;MEL789
875;SE;3511502;83821;4;8;3;XPTO123
876;TO;4669901;995097;0;20;3;JJF753
877;RR;3511501;50368;4;7;2;FOO456
878;SC;4322303;662791;4;8;3;XPTO123
879;SE;4221903;785811;0;2;3;JJF753
880;PE;4221903;148473;0;7;3;CABL951
881;SC;7112000;571529;4;7;2;MEL789
882;ES;4221902;996061;2;20;1;JJF753
883;GO;2731700;785529;3;17;4;XPTO123
884;RO;3511501;602778;4;7;1;JJF753
885;GO;4754703;147823;0;20;2;MEL789
886;AL;4322303;56625;0;7;1;FOO456
887;AL;3511501;197239;0;12;1;CABL951
888;DF;4221902;520910;0;1;4;CABL951
889;ES;2821602;742346;0;1;1;MEL789
890;MT;4673700;957866;0;16;4;MEL789
891;BA;3329599;267132;2;4;1;FOO456
892;GO;4321500;636633;0;21;2;FOO456
893;RO;4669999;980998;0;20;4;MEL789
894;SE;4321500;720575;4;10;4;CABL951
895;AC;7112000;754410;0;16;4;JJF753
896;MG;4669901;493202;0;9;2;JJF753
897;AM;2821602;657918;0;8;2;XPTO123
898;PI;4221903;246311;0;18;4;MEL789
899;PR;2731700;231576;4;17;4;FOO456
900;AM;3313901;728643;0;2;4;MEL789
901;RO;4322301;65989;0;2;2;CABL951
902;RJ;3313901;562287;0;13;3;FOO456
903;MA;4754703;651810;0;3;4;MEL789
904;AL;2731700;640176;1;18;4;MEL789
905;RN;4754703;394174;0;20;2;FOO456
906;PE;4321500;321729;4;5;1;XPTO123
907;RS;3511501;843819;0;4;2;XPTO123
908;SE;4742300;697070;4;21;1;CABL951
909;SE;4321500;13284;3;10;4;CABL951
910;GO;2821601;354819;1;18;1;XPTO123
911;SC;7112000;383067;0;17;2;XPTO123
912;AC;4322303;409589;0;18;1;JJF753
913;TO;3329599;58634;0;4;4;CABL951
914;ES;3511501;404278;4;10;4;FOO456
915;PB;4221902;536563;3;18;1;MEL789
916;MT;3511502;582058;0;9;3;MEL789
917;AL;4221902;571440;3;20;1;MEL789
918;BA;4673700;112348;0;14;1;JJF753
919;DF;3511501;948780;0;17;1;CABL951
920;RO;4669901;582974;0;1;2;FOO456
921;AC;7112000;549389;0;5;3;XPTO123
922;RS;4321500;29340;4;20;3;MEL789
923;MS;2821602;782043;0;5;4;FOO456
924;PI;2821601;530908;0;4;2;CABL951
925;RR;2731700;762291;1;1;1;FOO456
926;PB;3329599;216451;0;9;4;CABL951
927;MA;4321500;928861;0;14;3;FOO456
928;CE;4322301;229628;2;2;3;XPTO123
929;RN;7112000;91304;4;8;2;FOO456
930;MS;4669999;388958;1;13;1;JJF753
931;SC;2821602;973798;4;20;3;FOO456
932;MA;3321000;335103;2;16;3;FOO456
933;AM;4221903;504166;1;2;2;MEL789
934;MG;3313901;285385;0;5;2;FOO456
935;TO;4321500;711901;4;5;1;MEL789
936;MG;3321000;145063;2;5;4;XPTO123
937;AP;3511501;790983;4;1;3;XPTO123
938;AM;4221903;866560;0;9;1;XPTO123
939;AP;4742300;762077;4;16;2;XPTO123
940;MS;3511500;967377;0;9;4;CABL951
941;SE;4669901;431064;0;10;3;CABL951
942;BA;4221903;36911;0;2;2;XPTO123
943;PB;4221903;616938;0;12;4;FOO456
944;MG;4321500;854325;3;4;4;FOO456
945;SC;2821601;288919;0;19;3;JJF753
946;DF;2821602;844049;0;20;2;JJF753
947;AL;4321500;27592;1;19;1;MEL789
948;PR;2731700;473624;0;14;3;XPTO123
949;AC;4322303;105024;0;20;1;FOO456
950;PA;4322303;674240;0;3;1;CABL951
951;MT;3321000;840105;0;19;1;CABL951
952;MT;4754703;988398;0;7;3;FOO456
953;RR;4221903;660847;1;1;4;XPTO123
954;TO;4221903;417500;0;18;3;XPTO123
955;BA;3511500;490329;1;19;4;CABL951
956;PA;3511501;267316;0;9;3;FOO456
957;RO;4322301;205696;4;14;3;JJF753
958;PI;4742300;916939;4;3;3;MEL789
959;PE;2821601;705879;0;16;3;MEL789
960;PA;3511500;741740;0;1;2;JJF753
961;PE;4221903;438416;4;21;1;CABL951
962;PA;4221903;441025;3;6;2;FOO456
963;GO;4221902;870151;4;7;2;FOO456
964;PB;4669901;343213;0;19;4;FOO456
965;PI;4669999;732584;4;19;3;JJF753
966;RS;3313901;578838;1;9;3;XPTO123
967;MS;3511500;473216;0;7;4;XPTO123
968;MA;2821601;272329;3;14;4;CABL951
969;AC;4221902;267906;0;12;3;CABL951
970;MG;3313901;689159;4;9;1;XPTO123
971;PI;2731700;258679;1;13;3;MEL789
972;MS;2731700;445496;0;15;1;JJF753
973;SC;4673700;312526;0;11;2;MEL789
974;CE;4221903;80761;2;19;3;FOO456
975;PE;3511500;560937;0;17;4;XPTO123
976;AP;3511502;301285;3;6;3;CABL951
977;SP;4221902;515697;0;8;2;CABL951
978;RR;4669901;944478;0;12;3;XPTO123
979;MS;3511501;336493;0;15;4;CABL951
980;PI;7112000;496047;0;5;1;CABL951
981;SE;3321000;468200;0;19;3;FOO456
982;SP;4322301;583830;0;14;2;JJF753
983;RJ;3329599;394961;0;4;4;FOO456
984;PI;4322302;887738;0;5;4;XPTO123
985;MT;4221902;754919;0;16;4;CABL951
986;MG;4221903;688108;0;14;2;JJF753
987;PB;3511502;703927;0;3;1;JJF753
988;MS;2731700;740621;0;14;1;XPTO123
989;PI;3321000;483458;0;9;2;FOO456
990;AC;4322302;575122;4;15;3;FOO456
991;RO;4669999;701314;0;11;2;JJF753
992;PA;3511502;403488;2;3;4;CABL951
993;AP;4321500;170587;2;12;3;JJF753
994;PI;4221903;175871;3;9;1;FOO456
995;PR;4221903;572779;0;20;2;XPTO123
996;PI;4742300;464285;2;10;1;FOO456
997;DF;4742300;682324;0;11;4;FOO456
998;SC;3329599;918869;0;14;1;CABL951
999;AL;4742300;28414;1;4;3;FOO456
1000;MA;4754703;530838;0;20;3;XPTO123
1001;PE;2821602;902537;0;7;1;XPTO123
1002;ES;3511500;824854;4;6;3;MEL789
1003;AM;4221902;233629;0;9;4;JJF753
1004;MT;4322302;603514;0;19;2;JJF753
1005;PI;2821601;767380;0;21;1;CABL951
1006;GO;4321500;419839;3;7;4;CABL951
1007;MA;4321500;931922;0;13;1;XPTO123
1008;PI;4669999;527820;2;2;3;JJF753
1009;GO;4221903;706198;2;8;4;XPTO123
1010;ES;4322303;401920;0;7;3;JJF753
1011;PA;4221903;203635;0;18;2;CABL951
1012;DF;3511501;272504;0;13;2;JJF753
1013;PR;4673700;229511;0;9;3;FOO456
1014;SE;4221903;244265;0;13;2;CABL951
1015;PR;3511501;805140;0;6;4;XPTO123
1016;SC;4322303;814227;1;15;3;FOO456
1017;DF;2821602;567668;0;16;1;CABL951
1018;SP;4742300;583072;4;15;1;XPTO123
1019;PE;3511500;490500;2;10;1;MEL789
1020;GO;7112000;930940;1;2;1;MEL789
1021;SC;3511502;816833;3;14;4;CABL951
1022;AM;4321500;37416;3;15;2;JJF753
1023;TO;4669999;259929;0;15;1;JJF753
1024;DF;2821602;404786;0;7;4;JJF753
1025;RO;3511500;690449;2;8;2;CABL951
1026;MA;4754703;690394;3;3;4;MEL789
1027;ES;4669999;54414;0;13;3;JJF753
1028;AC;4321500;573864;0;13;2;FOO456
1029;MA;2821602;546522;0;14;3;MEL789
1030;AM;3511502;27960;2;9;4;JJF753
1031;MT;4322303;383747;0;20;4;MEL789
1032;AP;4673700;432260;1;3;3;FOO456
1033;PE;4669999;358184;0;13;3;JJF753
1034;RO;4321500;743007;0;6;1;CABL951
1035;PA;3511501;177406;0;3;2;MEL789
1036;AM;4742300;775995;0;12;4;FOO456
1037;GO;3321000;121524;0;6;3;XPTO123
1038;MA;4754703;774403;0;6;2;MEL789
1039;BA;4322303;807446;3;4;2;CABL951
1040;RN;4669999;397272;0;11;4;CABL951
1041;AC;3511502;428602;4;5;4;JJF753
1042;RR;2821602;245771;0;11;2;JJF753
1043;AC;2821602;806785;3;19;3;XPTO123
1044;SE;3321000;361361;0;2;3;MEL789
1045;CE;2821602;481158;0;19;1;XPTO123
1046;PI;4673700;898611;0;15;3;CABL951
1047;RR;3511500;818529;2;16;2;FOO456
1048;MG;3313901;534432;0;13;2;JJF753
1049;TO;4669901;987660;1;21;2;CABL951
1050;RR;2731700;386026;4;15;4;CABL951
1051;TO;4221903;824877;2;12;1;MEL789
1052;PA;3511502;672600;0;12;3;FOO456
1053;AC;4673700;841742;0;18;2;MEL789
1054;RJ;4321500;716802;3;1;1;FOO456
1055;RN;4742300;431333;0;10;1;FOO456
1056;PE;4322302;158839;3;10;2;FOO456
1057;RJ;4742300;28354;1;3;1;JJF753
1058;BA;4321500;726672;1;6;4;FOO456
1059;BA;7112000;745565;3;4;4;FOO456
1060;PB;4669999;822007;0;18;1;CABL951
1061;PA;3313901;659214;1;8;4;CABL951
1062;DF;4322301;815793;0;2;3;FOO456
1063;AM;3511501;29811;0;18;4;JJF753
1064;AM;2821602;34605;0;3;4;MEL789
1065;MT;3329599;91661;2;18;3;CABL951
1066;AM;3321000;759891;0;16;2;CABL951
1067;SE;7112000;468909;0;20;1;FOO456
1068;PR;3329599;934286;0;5;2;JJF753
1069;PR;4221902;51656;0;16;4;MEL789
1070;MT;4221902;405347;2;3;1;MEL789
1071;AL;3511501;999289;0;3;4;CABL951
1072;GO;4221903;846569;0;14;3;MEL789
1073;CE;3321000;605954;0;17;2;FOO456
1074;AC;4221902;455003;1;7;3;XPTO123
1075;PB;4742300;523373;0;11;1;XPTO123
1076;RS;4321500;346087;4;12;2;CABL951
1077;PA;2821602;241191;0;17;1;CABL951
1078;SE;2821601;555629;0;11;4;MEL789
1079;MT;4742300;585097;0;20;3;CABL951
1080;SC;2821602;879335;0;9;3;FOO456
1081;AP;3313901;178204;4;10;1;FOO456
1082;RR;3313901;672866;0;2;2;JJF753
1083;RN;2821602;914793;0;3;4;FOO456
1084;RR;4754703;908613;0;5;4;JJF753
1085;PE;3321000;938613;0;18;1;JJF753
1086;CE;4673700;657345;1;4;3;CABL951
1087;PB;3511501;815594;0;15;3;CABL951
1088;DF;4742300;458134;0;12;3;MEL789
1089;RN;4322301;704819;0;3;4;MEL789
1090;MG;3329599;117723;0;20;4;JJF753
1091;MS;2821601;906093;0;16;2;FOO456
1092;MT;2821602;157752;0;8;3;MEL789
1093;PA;4673700;148362;0;5;2;MEL789
1094;CE;3511500;353645;0;20;4;MEL789
1095;PR;4669999;615813;0;15;2;CABL951
1096;RS;3313901;960596;0;7;3;CABL951
1097;DF;4221903;894602;0;20;2;FOO456
1098;PA;7112000;820056;0;16;2;JJF753
1099;AM;4669999;654859;0;17;4;FOO456
1100;PB;3511500;824038;0;15;4;XPTO123
1101;MT;3321000;471452;1;3;3;XPTO123
1102;RS;3511501;877657;0;15;4;FOO456
1103;TO;4221902;350245;0;12;3;FOO456
1104;CE;4221903;642675;0;2;3;CABL951
1105;PB;3313901;901876;0;12;2;CABL951
1106;PA;3329599;782655;0;14;4;XPTO123
1107;RN;4221903;283855;3;11;4;MEL789
1108;SC;4221902;56363;0;6;2;XPTO123
1109;PE;4669999;143076;0;10;2;JJF753
1110;ES;4669999;207433;0;7;4;XPTO123
1111;BA;4321500;550814;3;13;2;XPTO123
1112;RJ;4321500;363504;3;12;1;MEL789
1113;PI;4322301;530533;0;2;2;CABL951
1114;DF;3511502;365391;0;12;1;MEL789
1115;SP;2731700;467471;0;12;2;CABL951
1116;TO;4221903;222845;0;19;2;FOO456
1117;MT;3321000;80583;1;17;3;CABL951
1118;TO;4322301;241291;0;2;4;MEL789
1119;GO;3329599;444995;0;2;4;FOO456
1120;SE;4322303;524397;4;15;4;XPTO123
1121;SP;3511501;532066;0;17;1;JJF753
1122;SC;4322303;81498;0;9;3;JJF753
1123;MT;2821601;439602;3;7;2;CABL951
1124;BA;4322301;752876;0;12;1;XPTO123
1125;AL;4673700;163850;0;8;1;MEL789
1126;MT;3329599;545361;0;20;4;FOO456
1127;SP;4669901;269681;0;4;3;CABL951
1128;PI;4669901;280296;1;15;3;XPTO123
1129;MS;3511501;622391;0;17;2;CABL951
1130;MG;3313901;220000;0;16;3;XPTO123
1131;AL;3511501;885000;1;6;3;CABL951
1132;GO;3313901;579788;0;18;3;XPTO123
1133;PB;7112000;590579;0;7;4;XPTO123
1134;MT;4754703;229006;1;13;2;XPTO123
1135;PA;3511500;232415;0;1;2;CABL951
1136;SC;4742300;822836;0;18;4;FOO456
1137;PE;7112000;29825;1;12;4;JJF753
1138;PI;3511501;236203;3;6;3;XPTO123
1139;RR;4221903;673291;3;17;1;CABL951
1140;SP;3511501;754935;1;3;3;FOO456
1141;RN;3321000;324798;0;10;1;XPTO123
1142;CE;4322303;435317;3;6;1;MEL789
1143;AP;4322303;553288;3;4;1;FOO456
1144;AC;4322302;982372;0;20;3;JJF753
1145;TO;2821601;26203;0;15;2;CABL951
1146;SP;2821602;603623;0;21;2;FOO456
1147;DF;4221902;29947;4;4;2;MEL789
1148;MA;4322302;517257;1;16;3;CABL951
1149;BA;4754703;709001;0;18;2;CABL951
1150;GO;3511501;504018;0;2;2;FOO456
1151;AM;3511501;366438;3;5;1;JJF753
1152;PR;4742300;424371;0;11;1;FOO456
1153;RR;3329599;939533;3;2;4;FOO456
1154;MA;7112000;967194;0;1;4;FOO456
1155;PA;2821602;493431;1;20;1;JJF753
1156;AL;2731700;904023;3;6;4;XPTO123
1157;PI;3511501;515618;0;7;1;JJF753
1158;AL;4322301;278623;3;18;4;FOO456
1159;MG;4321500;376371;0;17;1;XPTO123
1160;DF;2821601;14167;0;21;4;JJF753
1161;AL;4322302;205441;3;11;1;FOO456
1162;RJ;4669901;201519;0;17;4;XPTO123
1163;RJ;4673700;693132;0;2;1;JJF753
1164;RN;4321500;223742;0;1;1;XPTO123
1165;GO;3511502;813181;1;18;2;XPTO123
1166;RO;4322301;155248;4;13;3;FOO456
1167;PE;4221902;755426;0;10;1;MEL789
1168;RN;4321500;951684;3;16;4;CABL951
1169;MS;7112000;878206;2;19;1;FOO456
1170;PB;2821601;761419;3;2;4;XPTO123
1171;PA;4322302;467980;4;6;1;XPTO123
1172;MS;4669901;420207;3;14;2;FOO456
1173;SP;4321500;331120;0;18;3;JJF753
1174;AM;4669999;411887;0;1;4;XPTO123
1175;SE;3511501;644370;0;3;3;MEL789
1176;AM;2821602;763631;0;6;2;JJF753
1177;MA;4221902;44665;0;14;4;MEL789
1178;RO;7112000;867987;0;1;2;XPTO123
1179;RO;4321500;850974;1;2;3;XPTO123
1180;RN;3511501;580571;3;12;2;FOO456
1181;SP;4673700;760183;0;6;3;FOO456
1182;RN;4221902;980139;1;15;3;JJF753
1183;GO;2821601;519217;2;10;3;FOO456
1184;MS;4742300;596736;0;15;1;JJF753
1185;AL;2821601;903820;3;21;4;XPTO123
1186;MS;4322303;313204;0;17;3;CABL951
1187;AL;2821601;10267;0;5;2;MEL789
